n|j|name|type|date|title|org|geo|freq|resources|tags|author|email|orgh|licID|lictitle|notes
836|0|shikumshchunot|dataset|2022-09-01|שיקום שכונות|ministry_of_housing|No|Month|6|6|--|yanivl@moch.gov.il|משרד הבינוי והשיכון|other-open|אחר (פתוח)|שיקום שכונות
837|0|shinui_mivne|dataset|2022-09-09|היסטוריית כלי רכב פרטיים|ministry_of_transport|No|Day|2|3|--|bidata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|המאגרים מציגים נתונים אודות כלי רכב פרטיים פעילים החל משנת 2017.
838|0|shk|dataset|2020-07-09|תצלום אויר 2015 2 מטר - גליון שכם|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
839|0|shkifut-2015|dataset|2020-06-09|shkifut_2015|ministry_of_education|No|NA|2|1|--|davide@education.gov.il|משרד החינוך|||שקיפות תשעה - רשויות מוסדות חינוך וגני ילדים תשעה
840|1|shkifut-budget-boarding-2016|dataset|2020-07-09|שקיפות תקציבית פנימיות תשע"ו|ministry_of_education|No|NA|1|3|--|davide@education.gov.il|משרד החינוך|||תשומות משרד החינוך מזוהות ברמת מוסד לשנת הלימודים תשע"ו למוסדות פנימייתיים
841|1|shkifut-budget-cluster-2016|dataset|2020-07-09|שקיפות תקציבית אשכול למ"ס תשע"ו|ministry_of_education|No|NA|1|3|--|davide@education.gov.il|משרד החינוך|||תשומות משרד החינוך  לשנת הלימודים תשע"ו מזוהות ברמת אשכול למ"ס
842|1|shkifut-budget-cluster-kindergarten-2016|dataset|2020-07-09|שקיפות תקציבית גני ילדים לפי אשכול למ"ס תשע"ו|ministry_of_education|No|NA|1|3|--|davide@education.gov.il|משרד החינוך|||תשומות משרד החינוך לגני הילדים לשנת הלימודים תשע"ו מפולח לפי אשכול למ"ס
843|1|shkifut-budget-highschool-2016|dataset|2020-07-09|שיקפות תקציבית חטיבות עליונות רגילות תשע"ו|ministry_of_education|No|NA|1|3|--|davide@education.gov.il|משרד החינוך|||תשומות משרד החינוך מזוהות ברמת מוסד לחטיבות עליונות רגילות לשנת הלימודים תשע"ו
844|1|shkifut-budget-kindergarten-2016|dataset|2020-06-11|שקיפות תקציבית גני ילדים לפי רשויות תשע"ו|ministry_of_education|No|NA|1|3|--|davide@education.gov.il|משרד החינוך|||תשומות משרד החינוך לגני הילדים לשנת הלימודים תשע"ו מפולח לפי רשויות מקומית
845|1|shkifut-budget-legal-2016|dataset|2020-07-09|שקיפות תקציבית מעמד משפטי תשע"ו|ministry_of_education|No|NA|1|3|--|davide@education.gov.il|משרד החינוך|||תשומות משרד החינוך לשנת הלימודים תשע"ו מזוהות ברמת מעמד משפטי
846|1|shkifut-budget-local-2016|dataset|2020-07-09|שקיפות תקציבית רשויות תשע"ו|ministry_of_education|No|NA|1|3|--|davide@education.gov.il|משרד החינוך|||תשומות משרד החינוך לשנת הלימודים תשע"ו מזוהות ברמת רשויות מקומית
847|1|shkifut-budget-middleschool-2016|dataset|2020-07-09|שקיפות תקציבית חטיבות ביניים רגילות תשע"ו|ministry_of_education|No|NA|1|3|--|davide@education.gov.il|משרד החינוך|||תשומות משרד החינוך מזוהות ברמת מוסד לחטיבות ביניים רגילות לשנת הלימודים תשע"ו
848|1|shkifut-budget-school-2016|dataset|2020-07-09|שקיפות תקציבית מוסדות תשע"ו|ministry_of_education|No|NA|1|3|--|davide@education.gov.il|משרד החינוך|||תשומות משרד החינוך לשנת הלימודים תשע"ו מזוהות ברמת מוסד חינוך
849|1|shkifut-budget-sector-2016|dataset|2020-07-09|שקיפות תקציבית מגזר תשע"ו|ministry_of_education|No|NA|1|0|--|davide@education.gov.il|משרד החינוך|||תשומות משרד החינוך  לשנת הלימודים תשע"ו מזוהות ברמת מגזר
850|1|shkifut-budget-supervision-2016|dataset|2020-07-09|שקיפות תקציבית סוג פיקוח תשע"ו|ministry_of_education|No|NA|1|3|--|davide@education.gov.il|משרד החינוך|||תשומות משרד החינוך לשנת הלימודים תשע"ו מזוהות ברמת סוג הפיקוח
851|0|shopping-cart|dataset|2022-09-07|סל קניות|moital|No|NotConstant|1|1|--|israel.vaks@economy.gov.il|משרד הכלכלה והתעשייה|other-open|אחר (פתוח)|שימו לב - הנתונים בעבודה. אין להתייחס לנתונים המופיעים כרגע בטבלה.
852|0|simaneymisahr|dataset|2022-09-07|סימני מסחר|ministry_of_justice|No|Day|2|1|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|אחר (פתוח)|בקשות שהוגשו להגנה ישראלית על סימני מסחר
853|0|simcha-2017|dataset|2022-01-05|מיזם שמחה 2017 - תקצוב רשויות ומספר משתתפים|socialequality|No|NA|1|9|--|andreib@mse.gov.il|המשרד לשוויון חברתי|other-open|Other (Open)|המשרד לשוויון חברתי מקיים מעת לעת מיזם של מופעי תרבות ברשויות המקומיות במסגרתו מופיעים אמנים ותיקים עבור קהל ציבור האזרחים הוותיקים. בכוונת המשרד לשוויון חברתי לערוך את המיזם בכל רחבי הארץ.
854|0|siua_kaspi_2017|dataset|2020-07-09|סיוע כספי לעולים שניתן בשנת 2017|ministry_of_immigrant_absorption|No|NA|1|3|--|shalombe@moia.gov.il|משרד העלייה והקליטה|cc-by|Creative Commons Attribution|סיוע כספי לעולים שניתן בשנת 2017, כדוגמת: סל קליטה, הבטחת הכנסה, מענקים לחיילים בודדים, ועוד...
855|0|siyua|dataset|2022-09-08|סיוע משפטי|ministry_of_justice|No|Month|6|1|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|מערכת תפעול ומידע של הסיוע המשפטי המתעדת כל הפעולות השגרתיות שהן ליבת העבודה בסיוע המשפטי. מספקת כל המידע שהיחידה צריכה ושומרת על אפקטיביות הפעולות השגרתיות.
856|0|socharim|dataset|2022-09-09|סוחרי רכב|ministry_of_transport|No|Day|1|4|--|bidata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|סוחרים ברכב מנועי בישראל בפיקוח ואישור משרד התחבורה.
857|0|social-departments|dataset|2022-09-05|המחלקות לשירותים חברתיים|ministry_of_social_affairs|No|NotConstant|2|3|--|apiautomolsa@molsa.gov.il|משרד הרווחה והביטחון החברתי|other-open|אחר (פתוח)|המחלקות לשירותים חברתיים נותנות שירותים חברתיים לפרטים, משפחות וקהילות. בכל רשות מקומית פועלת מחלקה לשירותים חברתיים עבור המתגוררים בה.
858|0|social-workers-registration|dataset|2022-08-29|פנקס העובדים הסוציאליים|ministry_of_social_affairs|Yes|Month|2|4|--|apiautomolsa@molsa.gov.il|משרד הרווחה והביטחון החברתי|other-open|אחר (פתוח)|הקובץ מכיל מידע אודות העובדים הסוציאליים הרשומים בפנקס העובדים הסוציאליים.פנקס העובדים הסוציאליים מנוהל לפי חוק העובדים הסוציאליים, התשנ"ו - 1996, שמטרתו להסדיר את העיסוק במקצוע העבודה הסוציאלית.
859|0|society-and-welfare-journal|dataset|2022-09-06|כתב העת חברה ורווחה - Society and Welfare journal|ministry_of_social_affairs|No|NotConstant|2|0|--|apiautomolsa@molsa.gov.il|משרד הרווחה והביטחון החברתי|other-open|אחר (פתוח)|The quarterly journal "Society and Welfare" was first published in 1978, with the aim of extending and enriching the theoretical, research and practical knowledge of social workers and other welfare professionals, such as psychologists, criminologists, public health workers and sociologists.
860|0|soil_groups|dataset|2022-08-08|חבורות קרקע|ministry_of_agriculture|No|NoUpdate|1|0|--|netaor@moag.gov.il|משרד החקלאות ופיתוח הכפר|other-open|Other (Open)|שכבת חבורות הקרקע מתבססת על מפת חבורות הקרקע של ישראל שנערכה על ידי יואל דן וצבי רז, מטעם האגף לשימור קרקע משרד החקלאות והאגף לקרקע ומים במכון וולקני לחקר החקלאות. מיפוי חבורות הקרקע של ישראל נערך בקנה מידה 1:250,000 והמפה התפרסמה בשנת 1970. המפה מתבססת על חוקיות תפוצת הקרקעות באזורי הארץ השונים. ממסקנות חקר חוקיות תפוצת הקרקעות בארץ, ובפרט הקשר שבין קרקעות לגורמים יוצרי קרקע, נובע כי הגורם האקלימי והליתולוגי וכן התבליט הם הקובעים את תפוצת הקרקעות בארץ. לאחר הגדרת היחידות ואופיין, נקבע תפוצתן. לביצוע שלב זה צוות המיפוי הסתייע במפות קיימות בייחוד במפה שהוכנה על ידי האגף לשימור קרקע וניקוז - משרד החקלאות: סקר קרקעות בקנה מידה 1:20,000. שכבת חבורות הקרקע מלמדת בראש ובראשונה על תפוצתן של הקרקעות באזורים השונים של הארץ ויכולה לשמש לצרכים כלליים שונים: קביעת מידת חדירה של מי הגשמים וסכנת ההמלחה של מי התהום, ביטוי תפוצת חומרי האב או להוות בסיס למחקרים גיאומורפולוגיים וגיאולוגיים כללים.
861|0|special-education-kindergartensmaaleadumim|dataset|2021-03-21|רשימת גני ילדים חינוך מיוחד|maaleedumim|No|NA|1|5|--|mokdan@mam.org.il|עיריית מעלה אדומים|other-open|Other (Open)|רשימת גני ילדים, חינוך מיוחד במעלה אדומים
862|0|special_populations|dataset|2022-04-07|הטבה במים לאוכלוסיות מיוחדות|water_authority|No|NotConstant|1|3|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|other-open|Other (Open)|משרדי הממשלה ומוסדות ציבוריים המבקשים הטבה במים לזכאים מטעמם
863|0|species|dataset|2020-07-09|רשימת הזנים המורשים למכירה|volcaniagri|No|NA|1|3|--|avishe@volcani.agri.gov.il|מינהל המחקר החקלאי - מרכז וולקני|||רשימת הזנים המורשים למכירה על-פי חוק הזרעים , תשט"ז 1956
864|0|spring_quality|dataset|2022-04-07|מדידות איכות במעיינות|water_authority|No|Year|1|7|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|cc-by|Creative Commons Attribution|מדידות של יונים ראשיים, אשר נדגמים במעיינות על ידי השירות ההידרולוגי פעמיים בשנה. הנתונים המוצגים הינם החל משנת 2017.
865|0|springs|dataset|2022-04-07|נתונים קבועים של מעיינות בישראל|water_authority|No|Year|1|5|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|cc-by|Creative Commons Attribution|נתונים קבועים של מעיינות בישראל
866|0|staj|dataset|2020-07-09|נתוני הגרלות סטאזרים לרפואה|ministry-health|No|NA|1|4|--|dor.chen@health.gov.il|משרד הבריאות|cc-by|Creative Commons Attribution|הסטאז'רים לרפואה מהווים את דור העתיד של הרפואה בישראל והם משולבים במהלך שנת הסטאז', באמצעות הגרלה, בהתאם לעדיפויותיהם, בבתי החולים השונים בישראל.המועמדים מדרגים את 25 בתי החולים מעדיפות ראשונה 1 ועד 25. זוגות יכולים לבקש שיבוץ משותף.המועמדים משובצים על פי מקומות פנויים והעדפות.חטיבת הרפואה במשרד הבריאות אחראי על ביצוע ההגרלה ושיבוץ הסטאז'רים לרפואה, בוגרי לימודים בארץ ובחו"ל, במוסדות הרפואיים בישראל. תהליכי הגשת הבקשות על פי העדפותיו של כל סטאז'ר וההגרלה מבוצעים באופן ממוחשב החל ממרץ 2015.
