n|j|name|type|date|title|org|geo|freq|resources|tags|author|email|orgh|licID|lictitle|notes
989|2|train_safety|dataset|2023-03-24|בטיחות ברכבת|ministry_of_transport|No|Day|2|1|--|rapha@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|מאגר זה מציג את האירועים הבטיחותיים ברכבת. הנתונים יתעדכנו אחת לשנה עם הנתונים הבאים: שנה, סיווג ראשי של אירוע, כמות אירועים.
990|1|train_station|dataset|2023-03-24|רכבת לו"ז|ministry_of_transport|No|Day|1|3|--|bidata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|מאגר זה מציג את הדיוק של הרכבת ביחס לתכנון בכל התחנות ובכלל הנסיעות ברכבת הארצית בתחבורה הציבורית. הקובץ יתעדכן אחת לחודש עם הנתונים הבאים: שנה, חודש, שם תחנה, דיוק סטטוס (תקין, איחור, הקדמה), כמות לסטטוס.--- כרגע אין צפי לקבלת נתונים ---
991|0|train_trip|dataset|2023-03-24|רכבת תכנון מול ביצוע|ministry_of_transport|No|Day|2|3|--|rapha@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|מאגר זה מציג את התכנון של הנסיעות, ביצוען ואחוזי הביצוע של הרכבת הארצית בתחבורה הציבורית. הקובץ יתעדכן אחת לחודש עם הנתונים הבאים: שנה, חודש, מספר רכבת, תחנת מוצא, תחנת יעד, סה"כ נסיעות רישוי, נסיעות רישוי בלבד (ללא ביצוע), נסיעות ביצוע בלבד (ללא רישוי), אחוז ביצוע.--- כרגע אין צפי לקבלת נתונים ---
992|0|transfer_bank|dataset|2023-03-25|פרטי קופות לצורך העברת כספים בין גופים מוסדיים|cma|No|Day|1|1|--|batsheva@mof.gov.il|רשות שוק ההון, ביטוח וחיסכון|other-open|אחר (פתוח)|פרטי קופות לצורך העברת כספים בין גופים מוסדיים
993|0|travelwarnings|dataset|2023-02-21|אזהרות מסע|gov-il|No|NotConstant|1|5|--|tomers@cio.gov.il|GOV|other-open|אחר (פתוח)|פירוט אזהרות מסע בחו"ל לפי מדינה וגוף ממשלתי
994|1|treated_waste_cons|dataset|2023-03-01|צרכני קולחין|water_authority|No|Year|1|6|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|other-open|אחר (פתוח)|ספקי מים / אגודות מים / מושבים וקיבוצים המקבלים מי קולחין מטופלים מן המט"ש להשקייה בחקלאות ולעיתים עבור גינון ציבורי ותעשיה
995|5|trees-br7|dataset|2023-03-06|עצים|beer-sheva|No|Day|15|1|--|nati@br7.org.il|עיריית באר שבע|other-open|אחר (פתוח)|איתורי עצים בבאר שבע
996|0|tripscelular_1819|dataset|2022-06-20|מידע על תנועות ארציות של נוסעים לפי נתוני טלפונים סלולריים 2018-19|ministry_of_transport|Yes|NA|2|4|--|namirca@eshed-mtl.co.il|משרד התחבורה והבטיחות בדרכים|other-open|Other (Open)|הקובץ כולל מטריצות נסיעות מתוך איסוף נתונים של טלפונים סלולריים ברמה הארצית, על-פי הגדרות הסקר, שבוצע בשנים 2018 ו-2019. המטריצות מבוססות על איסוף של מידע על כל הנסיעות מתוך איכון טלפונים סלולריים של כ-3.7 מיליון בני אדם המהווים כמחצית האוכלוסייה. הנתונים נופחו לייצוג כלל האוכלוסייה. נסיעה הוגדרה באמצעות אלגוריתם בהתחשב במשך העצירה/שהייה, משך הנסיעה וכוון הנסיעה. הקובץ כולל נסיעות באורך מ-1.5 ק"מ (מרחק אווירי), שבוצעו על ידי נוסעים מגיל 8 ומעלה. מסיבות אלה, הקובץ אינו בר השוואה ישירה לסקרי הרגלי נסיעה. הנתונים נאספו ברמה של חלוקת ישראל ל 1270 אזורי תנועה, כמצורף בשכבת gis בקובץ. קובץ זה כולל ימים ממוצעים (חול, שישי ושבת), של כל התקופה (כולל חודשי הקיץ) לפי שעות היום, נתונים לפי שעת הגעה, נתונים לפי נסיעות ברמת החצי שעה ונתוני תיירים.
999|0|tunnels|dataset|2022-12-11|מנהרות|ministry_of_transport|No|- select -|4|7|--|Geo@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|מנהרות רכבת וכבישים.מקור: משרד התחבורה (2022 רבעון 3)
1000|0|tvr|dataset|2020-07-09|תצלום אויר 2015 2 מטר - גליון טבריה|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
1001|0|ufh|dataset|2020-07-09|תצלום אויר 2015 2 מטר - גליון אום אל פאחם|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
1002|0|undergroundcarparksmaaleadumim|dataset|2023-02-09|חניונים תת קרקעיים|maaleedumim|No|Year|1|6|--|gadi@mam.org.il|עיריית מעלה אדומים|other-open|אחר (פתוח)|חניונים תת קרקעיים במעלה אדומים
1003|0|unified|dataset|2023-03-23|מאגרים מאוחדים|cio|No|NotConstant|1|3|--|data@digital.gov.il|מערך הדיגיטל הלאומי|other-open|אחר (פתוח)|מאגר זה מכיל מקורות נתונים שנבנו ע"י איחוד נתונים ממקורות שונים שחלקם מפורסמים באתר זה.מקורות הנתונים אינם רשמיים והמידע אותו הם מכילים אינו באחריות מערך הדיגיטל הלאומי
1005|1|universities|dataset|2020-06-11|אוניברסיטאות|israel_mapping_center|No|NA|1|2|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||שכבת אוניברסיטאות
1007|0|urban_renewal|dataset|2023-03-18|התחדשות עירונית|ministry_of_housing|No|Week|1|3|--|YanivL@moch.gov.il|משרד הבינוי והשיכון|other-open|אחר (פתוח)|מתחמי התחדשות עירונית במסלולי רשויות ומיסוי אשר עברו הכרזה
1008|0|vaadatezvonot|dataset|2023-03-19|וועדת העזבונות|ministry_of_justice|No|Week|2|2|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|האפוטרופוס הכללי מטפל בצוואות ותרומות הניתנות לטובת המדינה מידי אנשים שונים. מרבית העזבונות הניתנים לטובת המדינה הם "עזבונות מיועדים", דהיינו עזבונות שהמורישים או התורמים ייעדו אותם לשימוש מסוים, ומיעוטם עזבונות ללא ייעוד, דהיינו שהתורמים לא קבעו להם ייעוד מסוים. כספים או ירושות שתורמים ייעדו למוסדות מסוימים ונקבע בהם במפורש שם המוסד המוטב אינם מגיעים לוועדה, אלא מועברים ישירות למוסדות דרך האפוטרופוס הכללי. וועדת העזבונות מטפלת בהקצאת   כספים או ירושות שתורמים לא ייעדו להם ייעוד מסוים.
1010|0|vaccine-yard-birds|dataset|2023-02-13|מאגר מחסני עופות חצר ופינות חי|ministry_of_agriculture|No|NotConstant|1|0|--|netaor@moag.gov.il|משרד החקלאות ופיתוח הכפר|other-open|אחר (פתוח)|במאגר מפורסמים מחסני עופות שקיבלו היתר לכך ממנהל השירותים הווטרינרים, וכן רופאים וטרינרים העוסקים בחיסון עופות, לפי אזורים. יובהר כי המחסנים ברשימה זו אינם עובדי משרד החקלאות.
1011|0|vacseffect|dataset|2022-10-30|תופעות לאחר חיסוני קורונה|ministry-health|No|NotConstant|7|2|--|liat.azani@moh.gov.il|משרד הבריאות|other-open|אחר (פתוח)|במאגר זה מפורסמים קבצים הקשורים לתופעות שלאחר חיסוני הקורונה. הקבצים השונים מכילים נתונים שמקורם בדיווחים מהציבור ודיווחים מצוותים רפואיים. יש לקרוא את קבצי ה-ReadMe הרלוונטיים לכל טבלה.
1012|0|valkachshap|dataset|2020-07-09|גיליונות ולקחש"פ|iplan|No|NA|1|13|--|it-tichnun@iplan.gov.il|מינהל התכנון |cc-by|Creative Commons Attribution|גליונות אכרזה על קרקעות חקלאיות ושטחים פתוחים בתפרוסת ארצית.
1013|0|vatikim|dataset|2022-01-05|קול קורא - וותיקים|socialequality|No|NA|1|12|--|andreib@mse.gov.il|המשרד לשוויון חברתי|other-open|Other (Open)|קובץ המציג רשויות המשתתפות בקול קורא ונתוני פעילויות
1014|0|vatmal|dataset|2020-07-09|הוועדה הארצית לתכנון ולבניה של מתחמים מועדפים לדיור (ותמל) - מתחמים מוכרזים|iplan|No|NA|1|11|--|it-tichnun@iplan.gov.il|מינהל התכנון |||מינהל התכנון מפרסם שירות מפה מקוון (Web service), הכולל מתחמים מוכרזים של הוועדה הארצית לתכנון ולבניה של מתחמים מועדפים לדיור. המידע מכיל את נתוני ההכרזה: שם מתחם, תאריך הכרזה, שטח, מגיש התכנית  ועוד.הסרביס מתעדכן באופן שוטף בהתאם להכרזת מתחמים מועדפים לדיור, ובהתאם להנחיות הותמ"ל.
1015|0|vat-refund-stores|dataset|2023-03-19|עסקים במסגרת החזר מעמ לתייר - VAT Refund Stores|ministry_of_tourism|No|NotConstant|5|4|--|webmaster@tourism.gov.il|משרד התיירות|||פירוט בתי עסק המשתתפים במסגרת ההסדר להחזר מע"מ לתייר.
1016|5|vehicle_counts|dataset|2022-08-07|נתוני ספירות תנועה מזדמנות (אד-הוק)|ministry_of_transport|Yes|Quarter|8|4|--|geo@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|ריכוז של מידע שנצבר במאגר ספירות תנועה ארצי. מאגר זה הוא מאגר שיתופי ביוזמת משרד התחבורה, שאוסף ספירות תנועה שבוצעו באופן מזדמן בצמתים ובקטעים. המאגר כולל ספירות שבוצעו לצורכי פרויקטים, בדיקות תחבורתיות, עדכון רמזורים וכיו"ב, ואינו כולל ספירות של מערכות ניטור המשכיות כגון ספירות של מערכות בקרת תנועה ו-"סל הספירות הלאמי", המנוהל ע"י הלמ"ס. ספירות התנועה הינן ספירות של כלי רכב בכביש, ומתחלקות בין ספירות צומת, הסופרות את הרכבים לפי כווני התנועה בצומת, וספירות חתך, שסופרות כלי רכב החוצים חתך מסוים בדרך לפי כוון הנסיעה. הספירות במאגר תואמות את הפורמט האחוד של ספירות תנועה של משרד התחבורה.הספירות מונגשות גם באופן אינטראקטיבי באמצעות מערכות מידע תלתן ומערכת מידע חצב של משרד התחבורה.חבילת המידע כוללת מספר כרכים לפי תקופות שנים: Vol1- ספירות תנועה שבוצעו עד שנת 2010Vol2- ספירות תנועה שבוצעו בין השנים 2010-2015Vol3- ספירות תנועה שבוצעו בין השנים 2015-2020Vol4- ספירות תנועה שבוצעו החל משנת 2020 ואילךלכל הכרכים יש אותו במבנה נתונים, כמפורט בקובץ המטא-דאטה הנלווה.
